Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Result
33282,15,63,79,No,Associate,Pass
33283,5,79,75,No,Doctorate,Pass
33284,11,75,72,No,Doctorate,Fail
33285,8,71,31,Yes,High School,Pass
33286,20,71,57,Yes,Associate,Fail
33287,16,79,78,No,Associate,
33288,20,102,92,Yes,Associate,Fail
33289,6,52,78,No,Doctorate,Fail
33290,15,39,73,,Doctorate,Pass
33291,3,58,66,Yes,Master,Pass
33292,2,77,58,Yes,High School,Pass
33293,8,69,87,No,Doctorate,Fail
33294,17,105,72,Yes,Associate,
33295,5,103,62,Yes,Associate,Fail
33296,0,0,0,Yes,Doctorate,Pass
33297,0,0,0,No,Bachelor,Fail
33298,14,83,71,No,Master,Fail
33299,21,60,76,Yes,Doctorate,Fail
33300,10,72,46,Yes,High School,Fail
33301,0,0,0,No,Bachelor,Pass
33302,4,60,82,Yes,Associate,Fail
33303,8,62,53,No,High School,Fail
33304,4,84,61,Yes,Bachelor,Fail
33305,1,67,71,No,Master,Pass
33306,19,69,65,No,High School,Pass
33307,10,70,67,,High School,Fail
33308,23,71,56,Yes,Master,Fail
33309,5,93,90,Yes,Bachelor,Fail
33310,7,58,75,No,Doctorate,Fail
33311,6,79,65,Yes,Bachelor,Fail
33312,0,0,0,No,Doctorate,Fail
33313,14,64,55,,High School,Pass
33314,12,48,72,Yes,Doctorate,Pass
33315,0,0,0,Yes,High School,Pass
33316,16,77,70,,Bachelor,Pass
33317,15,66,69,No,Associate,Pass
33318,5,40,106,Yes,Master,Pass
33319,7,48,70,No,Master,Fail
33320,10,92,72,Yes,Doctorate,Fail
33321,28,82,52,Yes,Bachelor,Fail
33322,13,46,58,No,Master,Pass
33323,0,0,0,Yes,Bachelor,Pass
33324,13,112,60,Yes,High School,Pass
33325,7,102,74,Yes,Doctorate,Fail
33326,11,80,62,No,High School,Fail
33327,0,0,0,Yes,Master,Fail
33328,9,71,39,No,Doctorate,Pass
33329,6,49,84,No,Bachelor,Fail
33330,9,92,200,No,,Pass
33331,8,71,61,No,Master,Pass
33332,0,0,0,Yes,Associate,Fail
33333,0,0,0,Yes,Bachelor,Fail
33334,3,82,89,No,Bachelor,Pass
33335,3,65,71,Yes,Associate,Fail
33336,4,76,83,Yes,Doctorate,Pass
33337,14,90,78,Yes,Associate,Fail
33338,17,64,76,No,Master,Pass
33339,2,115,57,Yes,Doctorate,Fail
33340,17,63,49,No,Bachelor,Pass
33341,4,77,79,Yes,Master,Pass
33342,13,102,41,No,Doctorate,Fail
33343,11,104,45,Yes,High School,Fail
33344,0,0,0,No,Master,Pass
33345,4,80,61,No,,Fail
33346,0,76,46,No,Associate,Pass
33347,6,102,62,Yes,Master,Fail
33348,0,0,0,No,,Fail
33349,19,96,59,Yes,Doctorate,Fail
33350,4,107,67,No,High School,Pass
33351,9,84,30,No,Bachelor,Pass
33352,6,66,78,No,Associate,Pass
33353,9,82,91,Yes,Bachelor,Fail
33354,0,0,0,,Master,Fail
33355,17,71,66,Yes,Bachelor,Pass
33356,10,66,60,Yes,Associate,Pass
33357,0,0,0,Yes,High School,Fail
33358,8,87,77,No,Master,Fail
33359,11,61,47,Yes,Master,Pass
33360,15,81,57,Yes,Bachelor,Pass
33361,10,107,51,No,High School,Pass
33362,10,60,85,Yes,Bachelor,Pass
33363,6,102,64,No,Associate,Fail
33364,7,57,60,No,Associate,Fail
33365,4,82,74,Yes,Bachelor,Fail
33366,6,39,59,Yes,Doctorate,Pass
33367,16,87,55,Yes,High School,Pass
33368,19,70,41,Yes,Bachelor,Fail
33369,3,40,84,No,Doctorate,Fail
33370,12,65,71,Yes,Doctorate,Fail
33371,8,110,58,No,Master,Pass
33372,17,86,99,Yes,High School,Fail
33373,10,77,73,No,Master,Pass
33374,10,85,54,Yes,Bachelor,Fail
33375,6,95,93,Yes,,Fail
33376,2,105,62,No,High School,Fail
33377,13,69,59,No,Bachelor,Pass
33378,11,86,64,No,High School,Fail
33379,0,0,0,No,Associate,Fail
33380,7,77,59,No,Master,Pass
33381,9,71,92,No,Doctorate,Fail
33382,14,107,61,Yes,High School,Pass
33383,14,80,59,Yes,Doctorate,Pass
33384,4,50,48,Yes,Associate,
33385,6,16,66,No,Bachelor,Pass
33386,0,0,0,No,High School,Fail
33387,11,66,49,Yes,Master,Pass
33388,14,72,70,Yes,Associate,Fail
33389,8,83,67,No,Bachelor,Fail
33390,6,124,69,No,,Pass
33391,8,102,63,No,Associate,Pass
33392,21,70,54,Yes,Bachelor,Pass
33393,16,89,18,No,High School,Pass
33394,13,63,65,Yes,Bachelor,Fail
33395,11,90,37,No,Master,Fail
33396,9,58,46,Yes,Doctorate,Pass
33397,5,78,70,No,Associate,Pass
33398,4,79,71,No,High School,
33399,0,0,0,No,Associate,
33400,5,63,55,No,Associate,Fail
33401,7,31,60,Yes,,Pass
33402,9,67,66,Yes,Master,Fail
33403,9,97,66,No,Bachelor,Pass
33404,6,115,65,Yes,Doctorate,Fail
33405,12,104,49,No,Master,Pass
33406,9,67,56,No,High School,Pass
33407,11,74,70,No,,Fail
33408,6,73,74,No,Bachelor,
33409,13,70,68,No,Bachelor,Fail
33410,7,94,68,No,Associate,Pass
33411,18,64,95,No,Bachelor,Pass
33412,8,104,85,Yes,High School,Pass
33413,9,77,58,,Master,Fail
33414,0,0,0,No,High School,Pass
33415,14,73,77,No,Doctorate,Pass
33416,14,84,90,,Bachelor,Pass
33417,0,0,0,No,Associate,Pass
33418,13,90,54,Yes,Master,Fail
33419,9,68,74,No,High School,Pass
33420,7,64,58,Yes,High School,Pass
33421,9,109,77,No,Bachelor,Pass
33422,17,75,42,No,Associate,Pass
33423,3,52,70,Yes,Bachelor,Fail
33424,5,63,70,Yes,High School,Pass
33425,8,35,81,,Master,Fail
33426,5,42,79,Yes,,Pass
33427,8,64,58,Yes,Doctorate,Fail
33428,19,59,56,Yes,Associate,Pass
33429,8,61,55,Yes,Master,Pass
33430,12,90,61,No,Doctorate,Pass
33431,0,0,0,No,Doctorate,Pass
33432,4,51,79,No,Associate,Pass
33433,14,112,36,No,Bachelor,Pass
33434,18,77,42,,Associate,Fail
33435,11,75,43,Yes,Associate,Fail
33436,0,0,0,No,Master,Fail
33437,12,69,73,No,Master,Fail
33438,-3,115,70,Yes,Associate,Pass
33439,11,53,50,Yes,High School,Pass
33440,4,80,79,Yes,High School,Fail
33441,0,0,0,No,Doctorate,Pass
33442,-1,38,76,No,Associate,Fail
33443,6,44,58,,Master,Pass
33444,9,87,64,No,Associate,Fail
33445,6,40,80,Yes,High School,Pass
33446,8,50,64,Yes,Doctorate,Fail
33447,14,91,67,Yes,High School,Fail
33448,0,0,0,No,High School,Pass
33449,5,76,62,Yes,High School,Pass
33450,14,51,57,Yes,Bachelor,Pass
33451,11,51,71,Yes,Master,Pass
33452,0,0,0,Yes,Doctorate,Pass
33453,5,72,46,No,Master,
33454,-2,87,64,No,Bachelor,Pass
33455,5,66,51,No,High School,Fail
33456,5,92,64,Yes,Doctorate,Fail
33457,6,107,84,Yes,Master,Fail
33458,5,82,73,Yes,High School,Fail
33459,10,49,62,Yes,Doctorate,Pass
33460,0,0,0,No,High School,Pass
33461,15,102,39,Yes,Associate,
33462,14,62,56,No,Master,Fail
33463,5,61,67,No,Bachelor,Fail
33464,10,97,50,No,Doctorate,Pass
33465,17,46,43,No,Bachelor,Pass
33466,2,79,80,Yes,Master,Fail
33467,16,62,89,Yes,Master,Fail
33468,5,66,55,No,Associate,Pass
33469,11,109,99,Yes,Bachelor,Pass
33470,12,65,29,Yes,,Fail
33471,10,77,66,Yes,Master,Pass
33472,0,0,0,,Associate,Fail
33473,8,49,64,Yes,Doctorate,Fail
33474,1,91,66,No,Associate,Fail
33475,11,66,63,No,,Fail
33476,9,49,45,No,High School,Pass
33477,12,65,66,Yes,Associate,
33478,14,76,65,No,Associate,Fail
33479,9,79,68,Yes,High School,Pass
33480,12,60,43,No,High School,Fail
33481,0,0,0,No,Doctorate,Pass
33482,19,47,54,No,Doctorate,Fail
33483,8,60,70,Yes,Master,Fail
33484,6,47,72,No,High School,Fail
33485,14,73,73,Yes,Bachelor,Pass
33486,5,58,48,No,Associate,Fail
33487,12,116,35,,Master,Fail
33488,9,82,90,Yes,High School,Pass
33489,9,42,82,Yes,,Fail
33490,22,60,90,Yes,Doctorate,Fail
33491,16,89,65,No,High School,Fail
33492,15,79,77,Yes,Bachelor,Pass
33493,12,43,50,Yes,Doctorate,Fail
33494,0,0,0,Yes,Doctorate,Fail
33495,11,87,65,Yes,Associate,
33496,12,82,69,Yes,High School,Fail
33497,0,0,0,No,Associate,Fail
33498,0,0,0,No,High School,
33499,8,57,50,Yes,Associate,Pass
33500,0,0,0,No,Doctorate,Pass
33501,7,94,65,Yes,,Pass
33502,13,113,76,Yes,High School,Fail
33503,0,80,73,,Bachelor,Pass
33504,16,93,84,Yes,Doctorate,Pass
33505,0,0,0,No,Master,Pass
33506,4,74,75,Yes,High School,Pass
33507,12,73,68,No,Associate,Pass
33508,12,82,47,No,Master,Pass
33509,0,0,0,No,Doctorate,Fail
33510,11,130,43,Yes,Master,Pass
33511,9,91,49,No,Doctorate,Pass
33512,11,101,74,No,Bachelor,Pass
33513,18,80,44,No,Doctorate,Pass
33514,22,32,85,,Associate,Pass
33515,0,0,0,Yes,Doctorate,Fail
33516,12,96,47,No,Doctorate,Fail
33517,9,102,88,No,Associate,
33518,9,73,84,No,Doctorate,Pass
33519,19,46,79,Yes,Bachelor,Fail
33520,5,69,66,,,Fail
33521,-1,46,74,No,Associate,Pass
33522,11,100,38,No,Bachelor,Fail
33523,16,84,55,No,Doctorate,Pass
33524,11,64,56,No,Bachelor,Pass
33525,12,89,38,No,Doctorate,Fail
33526,13,104,62,No,Doctorate,Pass
33527,10,90,69,No,Doctorate,Pass
33528,12,115,51,No,High School,Pass
33529,12,57,61,No,Bachelor,
33530,0,94,57,No,High School,Fail
33531,0,0,0,Yes,Bachelor,Fail
33532,2,112,73,Yes,Doctorate,Fail
33533,9,89,79,No,Bachelor,Pass
33534,7,67,77,Yes,Associate,Pass
33535,15,51,64,No,Doctorate,Pass
33536,11,64,50,Yes,Master,Fail
33537,0,0,0,Yes,Doctorate,Fail
33538,9,79,77,Yes,High School,Fail
33539,15,74,70,Yes,Master,Pass
33540,0,0,0,Yes,Associate,Pass
33541,5,98,66,No,Bachelor,Pass
33542,16,41,64,No,Doctorate,Pass
33543,7,86,59,Yes,High School,Fail
33544,0,0,0,Yes,Associate,Fail
33545,0,0,0,Yes,Associate,Pass
33546,15,87,79,Yes,Associate,Pass
33547,13,61,68,No,Doctorate,Fail
33548,0,0,0,Yes,High School,Pass
33549,18,69,44,Yes,High School,Fail
33550,16,64,66,Yes,Bachelor,Pass
33551,0,0,0,Yes,Associate,Pass
33552,13,89,55,Yes,Doctorate,
33553,10,77,80,Yes,High School,Pass
33554,8,75,67,Yes,Bachelor,Pass
33555,3,79,81,No,,Fail
33556,12,68,57,No,Doctorate,Pass
33557,12,93,85,No,Bachelor,Pass
33558,0,0,0,No,Doctorate,Pass
33559,13,75,50,Yes,Bachelor,Fail
33560,8,52,77,Yes,Doctorate,
33561,14,101,82,No,,
33562,5,88,84,Yes,Associate,Pass
33563,4,86,45,No,Doctorate,Fail
33564,8,109,68,Yes,Associate,Fail
33565,14,88,98,Yes,Associate,Fail
33566,4,74,70,Yes,Associate,Pass
33567,15,64,35,Yes,Doctorate,Pass
33568,1,64,74,No,Master,Pass
33569,8,80,79,Yes,Master,Fail
33570,2,94,85,Yes,Bachelor,Fail
33571,-3,94,55,No,Associate,Fail
33572,11,47,45,Yes,Associate,Pass
33573,9,150,82,Yes,Master,Pass
33574,3,69,63,No,,Pass
33575,0,0,0,No,Bachelor,Pass
33576,12,82,51,No,Master,Fail
33577,8,90,69,Yes,Bachelor,Fail
33578,9,50,55,No,Associate,Fail
33579,8,79,40,No,Associate,Pass
33580,7,42,54,No,Bachelor,Fail
33581,7,90,54,Yes,Master,Fail
33582,6,52,39,No,Bachelor,Fail
33583,6,78,61,Yes,Bachelor,Pass
33584,4,67,48,Yes,Associate,Pass
33585,0,0,0,Yes,Associate,Fail
33586,6,35,71,No,Doctorate,Pass
33587,4,47,74,No,Bachelor,Fail
33588,13,73,41,Yes,Associate,Pass
33589,16,56,79,Yes,Master,Fail
33590,10,68,90,No,Associate,Fail
33591,10,59,72,No,Doctorate,Fail
33592,6,69,89,No,Bachelor,Pass
33593,15,51,71,Yes,Associate,Fail
33594,18,65,64,Yes,Bachelor,Fail
33595,9,69,57,,Associate,Fail
33596,7,75,75,Yes,Master,Pass
33597,0,0,0,No,High School,Fail
33598,10,76,74,Yes,Master,Fail
33599,7,52,89,Yes,Master,Pass
33600,12,47,72,Yes,Associate,Fail
33601,14,99,36,Yes,High School,Pass
33602,6,89,60,Yes,Associate,Pass
33603,22,86,78,Yes,Master,Pass
33604,0,0,0,Yes,Bachelor,Fail
33605,5,63,75,No,Bachelor,Fail
33606,11,104,43,Yes,Associate,
33607,21,77,35,No,Bachelor,
33608,7,57,65,No,Bachelor,Fail
33609,4,55,32,Yes,Associate,Fail
33610,12,81,83,No,Bachelor,Pass
33611,8,68,53,Yes,Doctorate,Fail
33612,13,95,70,No,High School,Fail
33613,9,76,84,No,Doctorate,Fail
33614,5,51,65,,Bachelor,Pass
33615,21,112,52,Yes,Bachelor,Fail
33616,-4,54,54,No,Bachelor,Pass
33617,0,0,0,Yes,Associate,Pass
33618,14,73,51,Yes,Doctorate,Pass
33619,6,84,62,No,,Fail
33620,19,57,65,No,Bachelor,Pass
33621,0,0,0,Yes,,
33622,15,65,34,Yes,Bachelor,Pass
33623,0,123,69,Yes,Master,Pass
33624,4,81,73,No,Bachelor,Fail
33625,4,53,51,No,Bachelor,Pass
33626,6,60,69,No,Doctorate,Fail
33627,10,84,57,Yes,Bachelor,Pass
33628,5,58,38,,Master,Pass
33629,0,73,56,Yes,Master,Pass
33630,12,114,38,Yes,Doctorate,Fail
33631,10,87,67,Yes,Bachelor,Fail
33632,12,86,76,,High School,Fail
33633,10,114,107,Yes,High School,Fail
33634,0,0,0,Yes,Doctorate,Pass
33635,9,74,83,No,Doctorate,Pass
33636,15,68,38,No,Associate,Fail
33637,6,62,69,Yes,High School,Pass
33638,6,69,72,No,Bachelor,Fail
33639,16,65,57,No,Associate,Fail
33640,16,61,42,No,Doctorate,Fail
33641,0,0,0,,High School,Fail
33642,5,61,37,Yes,Master,Fail
33643,0,0,0,No,Master,Fail
33644,16,55,73,Yes,Bachelor,Pass
33645,16,95,69,Yes,High School,Fail
33646,9,89,69,No,Doctorate,Fail
33647,21,83,61,Yes,Master,Pass
33648,12,65,53,No,High School,Pass
33649,4,75,57,Yes,Doctorate,Fail
33650,8,72,24,,High School,Fail
33651,10,75,48,Yes,Master,Fail
33652,10,48,76,No,,Fail
33653,16,77,63,No,Master,Fail
33654,5,81,83,Yes,Bachelor,Fail
33655,0,0,0,,Associate,Fail
33656,13,54,95,Yes,Master,Pass
33657,0,0,0,Yes,High School,
33658,22,94,84,No,Associate,Fail
33659,14,44,78,Yes,Associate,Fail
33660,7,104,72,Yes,Associate,Fail
33661,16,98,85,No,Master,Pass
33662,13,86,84,No,Master,Fail
33663,13,44,61,No,,Pass
33664,9,71,62,No,Master,Fail
33665,12,74,71,Yes,Bachelor,Fail
33666,0,80,89,Yes,High School,Pass
33667,16,86,73,No,Doctorate,Pass
33668,0,0,0,Yes,Doctorate,Pass
33669,7,96,70,Yes,Associate,Pass
33670,2,85,55,Yes,Master,Pass
33671,7,85,44,No,Master,Pass
33672,9,70,74,No,High School,Fail
33673,4,82,56,No,Doctorate,Fail
33674,-3,32,76,No,Master,
33675,11,83,200,No,Bachelor,Fail
33676,20,108,58,No,Master,Pass
33677,8,90,51,Yes,Master,Fail
33678,14,88,57,No,Doctorate,Pass
33679,17,90,48,Yes,Doctorate,Pass
33680,0,99,50,No,High School,Fail
33681,7,71,26,No,Associate,Pass
33682,3,94,31,No,High School,Fail
33683,6,84,67,No,,Fail
33684,18,76,95,Yes,Doctorate,Pass
33685,11,102,68,Yes,Associate,Fail
33686,13,61,67,,High School,Pass
33687,9,62,82,Yes,Bachelor,Fail
33688,3,27,67,,,Fail
33689,0,0,0,Yes,Doctorate,Fail
33690,16,66,44,,,Pass
33691,11,74,64,No,High School,
33692,0,0,0,Yes,Master,Pass
33693,3,92,63,,Master,Fail
33694,0,0,0,Yes,High School,Pass
33695,16,77,57,No,Master,Fail
33696,12,55,61,Yes,Bachelor,Pass
33697,1,48,67,No,Doctorate,Fail
33698,18,81,50,No,Associate,Fail
33699,5,77,60,,Associate,Pass
33700,11,84,63,No,Bachelor,Fail
33701,14,86,67,Yes,Associate,Pass
33702,15,65,82,Yes,Doctorate,Fail
33703,1,96,80,No,Doctorate,Fail
33704,10,56,81,Yes,Associate,Pass
33705,10,53,76,Yes,Master,Fail
33706,17,83,107,No,Bachelor,Fail
33707,12,79,67,Yes,Master,Pass
33708,17,58,49,No,Associate,Fail
33709,12,58,92,No,Doctorate,Fail
33710,9,82,67,No,Bachelor,Pass
33711,11,80,90,No,,Fail
33712,0,0,0,Yes,Master,Pass
33713,0,0,0,No,Master,Pass
33714,14,56,101,No,High School,Fail
33715,6,32,43,Yes,Master,Fail
33716,5,102,52,No,Associate,Fail
33717,15,79,76,No,Bachelor,
33718,5,98,79,No,Doctorate,Fail
33719,11,68,67,No,High School,
33720,7,55,67,Yes,Bachelor,Pass
33721,-1,57,53,Yes,Bachelor,Fail
33722,12,57,83,,High School,Pass
33723,10,64,83,Yes,,Pass
33724,0,44,75,Yes,Doctorate,Fail
33725,6,67,44,No,Bachelor,Fail
33726,1,63,68,Yes,Associate,Pass
33727,13,92,63,No,Bachelor,Fail
33728,16,85,64,Yes,Associate,Pass
33729,14,67,41,Yes,High School,Pass
33730,14,84,56,No,Master,Fail
33731,7,53,67,No,Associate,Pass
33732,0,0,0,Yes,Bachelor,Pass
33733,10,73,64,,Master,Fail
33734,10,77,56,Yes,High School,Pass
33735,0,0,0,Yes,Doctorate,Pass
33736,0,0,0,No,Associate,Pass
33737,0,0,0,Yes,,Fail
33738,3,95,73,No,Doctorate,Pass
33739,9,63,53,Yes,High School,Fail
33740,8,81,78,No,Master,
33741,11,54,53,No,Master,Pass
33742,14,60,68,Yes,Associate,Fail
33743,0,81,77,Yes,Master,Fail
33744,6,57,64,No,Bachelor,Fail
33745,5,59,57,Yes,Master,Fail
33746,16,83,65,Yes,Bachelor,Fail
33747,9,59,75,No,Doctorate,Fail
33748,7,94,70,Yes,High School,Fail
33749,12,70,58,Yes,Associate,Fail
33750,7,71,59,Yes,Doctorate,Pass
33751,9,80,64,Yes,Associate,Fail
33752,19,72,78,Yes,Associate,Pass
33753,18,80,70,No,High School,Fail
33754,0,0,0,,Doctorate,Pass
33755,9,20,59,Yes,Bachelor,Pass
33756,6,46,45,No,High School,Fail
33757,0,65,98,No,Bachelor,Fail
33758,15,84,60,Yes,Master,Pass
33759,22,118,55,Yes,Bachelor,Fail
33760,7,63,84,No,Bachelor,Fail
33761,5,61,58,No,Doctorate,Pass
33762,8,81,69,No,Master,Pass
33763,10,79,63,Yes,Bachelor,Fail
33764,4,80,60,No,Bachelor,Fail
33765,0,0,0,Yes,Master,Pass
33766,15,35,70,No,Master,Fail
33767,10,78,50,No,Master,Fail
33768,16,74,61,No,Master,Fail
33769,11,43,75,Yes,High School,Pass
33770,4,86,72,No,High School,Pass
33771,7,89,62,No,Doctorate,Fail
33772,11,86,50,No,Bachelor,Pass
33773,0,0,0,No,Doctorate,Fail
33774,3,79,75,Yes,High School,Pass
33775,4,57,104,No,High School,Fail
33776,12,47,66,,Associate,Fail
33777,8,73,74,Yes,Associate,Fail
33778,15,45,69,No,,Pass
33779,5,72,43,No,High School,Pass
33780,-2,74,69,,Doctorate,Fail
33781,9,58,37,,Doctorate,Pass
33782,18,113,53,No,Doctorate,Fail
33783,0,0,0,Yes,Doctorate,Fail
33784,3,79,64,Yes,Doctorate,Fail
33785,1,71,22,Yes,Associate,Fail
33786,16,93,68,Yes,Bachelor,Fail
33787,6,68,47,No,High School,Fail
33788,17,49,75,Yes,Doctorate,Pass
33789,13,83,63,No,Master,Pass
33790,6,44,83,Yes,Doctorate,Fail
33791,15,58,41,Yes,Bachelor,Pass
33792,5,64,37,Yes,High School,Pass
33793,2,65,81,Yes,,Pass
33794,5,68,84,No,Master,Pass
33795,13,66,103,No,Bachelor,Pass
33796,15,77,69,Yes,Associate,Fail
33797,8,61,69,Yes,Doctorate,Fail
33798,0,83,69,Yes,Bachelor,Fail
33799,0,0,0,Yes,Bachelor,Fail
33800,4,49,65,No,Bachelor,Pass
33801,3,52,36,Yes,Associate,Pass
33802,11,66,59,Yes,Bachelor,Fail
33803,19,94,58,Yes,Doctorate,Pass
33804,14,74,56,Yes,Associate,Pass
33805,0,0,0,Yes,Master,Fail
33806,0,0,0,No,Master,Fail
33807,0,0,0,No,Bachelor,Fail
33808,11,40,48,No,Doctorate,Fail
33809,17,55,60,Yes,Bachelor,Pass
33810,7,54,48,Yes,Associate,Pass
33811,17,123,63,Yes,Doctorate,Fail
33812,20,113,40,Yes,Doctorate,Pass
33813,8,113,58,No,Doctorate,Fail
33814,8,50,76,Yes,Master,Pass
33815,0,0,0,No,High School,Fail
33816,10,60,72,Yes,Doctorate,Fail
33817,0,0,0,Yes,Associate,Fail
33818,14,83,50,Yes,Master,Pass
33819,2,55,64,No,Bachelor,Fail
33820,7,150,81,No,Master,Pass
33821,11,107,68,No,High School,Fail
33822,14,53,70,No,Associate,Fail
33823,0,0,0,No,Doctorate,Fail
33824,3,36,51,Yes,Associate,Fail
33825,0,0,0,Yes,,Pass
33826,-1,67,68,Yes,Associate,Fail
33827,4,66,64,No,Associate,Pass
33828,1,107,62,Yes,Bachelor,Fail
33829,7,48,63,No,Associate,Fail
33830,8,70,74,No,Master,Fail
33831,12,90,62,No,Master,Fail
33832,8,48,51,,Doctorate,Fail
33833,12,57,57,No,Master,Fail
33834,10,97,80,Yes,High School,Pass
33835,0,0,0,Yes,Associate,
33836,1,66,48,No,Associate,Pass
33837,12,92,70,Yes,Bachelor,Pass
33838,18,106,53,Yes,Doctorate,Pass
33839,22,66,65,No,Master,Fail
33840,0,0,0,No,,Fail
33841,17,66,53,No,Master,Pass
33842,12,47,48,Yes,Bachelor,Fail
33843,11,75,71,Yes,High School,Pass
33844,10,70,63,No,Associate,Fail
33845,9,56,67,Yes,Associate,Fail
33846,13,68,81,Yes,High School,Fail
33847,7,70,55,No,Associate,Fail
33848,9,80,69,No,Doctorate,Fail
33849,4,95,68,No,High School,Fail
33850,12,95,45,Yes,High School,Fail
33851,5,73,75,Yes,High School,Fail
33852,10,64,71,Yes,Doctorate,Pass
33853,12,101,62,No,Doctorate,Fail
33854,12,73,79,,High School,Pass
33855,13,63,37,Yes,Master,Fail
33856,0,0,0,Yes,Doctorate,Fail
33857,12,38,74,No,Associate,Fail
33858,7,65,55,No,Doctorate,Pass
33859,0,64,50,Yes,Bachelor,Pass
33860,0,0,0,Yes,Bachelor,Pass
33861,0,0,0,No,Doctorate,Pass
33862,15,96,74,Yes,Associate,Fail
33863,0,0,0,Yes,Bachelor,Fail
33864,2,65,62,Yes,Bachelor,Pass
33865,9,69,62,Yes,Associate,Pass
33866,14,61,56,No,Bachelor,Pass
33867,12,85,64,No,Master,Fail
33868,9,37,58,No,Master,Fail
33869,1,67,84,Yes,Associate,Fail
33870,4,80,85,No,Doctorate,Pass
33871,0,0,0,Yes,Associate,Pass
33872,1,66,78,Yes,Associate,Fail
33873,8,94,72,Yes,Master,Pass
33874,10,73,51,No,Associate,Pass
33875,15,98,47,,High School,Fail
33876,0,0,0,Yes,High School,Fail
33877,14,85,52,Yes,,Fail
33878,11,69,69,No,Doctorate,Pass
33879,5,106,72,,Doctorate,
33880,0,0,0,No,Associate,Fail
33881,5,44,77,Yes,High School,Pass
33882,13,90,89,No,Bachelor,Pass
33883,6,124,57,Yes,Bachelor,Fail
33884,8,88,71,Yes,Doctorate,Pass
33885,10,78,72,Yes,High School,Fail
33886,0,0,0,No,Associate,Fail
33887,13,86,89,No,Doctorate,Fail
33888,6,98,75,Yes,Associate,Pass
33889,10,90,75,Yes,Bachelor,Pass
33890,18,76,58,No,Associate,Fail
33891,13,95,78,No,Doctorate,Fail
33892,2,81,60,No,Associate,Fail
33893,0,0,0,Yes,Associate,Fail
33894,0,0,0,Yes,Doctorate,Pass
33895,17,56,75,Yes,Doctorate,
33896,16,74,75,No,Doctorate,Fail
33897,6,77,69,No,Doctorate,Pass
33898,6,51,30,Yes,High School,Pass
33899,10,53,78,No,Master,Pass
33900,10,62,82,No,Doctorate,Pass
33901,5,95,47,Yes,High School,Pass
33902,8,71,79,Yes,High School,Pass
33903,2,77,48,No,Doctorate,Fail
33904,16,81,55,,Bachelor,Pass
33905,1,87,61,No,Bachelor,Pass
33906,1,85,79,Yes,High School,Fail
33907,12,76,73,No,Doctorate,Pass
33908,3,72,64,No,Master,Pass
33909,7,96,61,No,Doctorate,Fail
33910,10,65,71,Yes,Associate,Fail
33911,13,102,66,No,High School,Fail
33912,8,63,79,Yes,Master,Fail
33913,18,69,52,Yes,Doctorate,Fail
33914,10,89,93,No,Associate,Fail
33915,16,122,78,Yes,Master,Fail
33916,11,36,36,Yes,Bachelor,Pass
33917,20,92,67,No,Doctorate,Pass
33918,15,84,46,Yes,Master,Pass
33919,10,65,63,Yes,High School,Pass
33920,13,82,29,No,Bachelor,Fail
33921,8,51,44,Yes,Doctorate,Fail
33922,8,59,64,Yes,Associate,Pass
33923,3,83,57,Yes,Doctorate,Pass
33924,6,54,80,Yes,Associate,Fail
33925,20,78,58,No,High School,
33926,4,61,71,Yes,Master,Fail
33927,6,65,83,No,Bachelor,Fail
33928,9,96,44,No,Master,Fail
33929,9,51,48,No,Doctorate,Pass
33930,11,74,55,No,High School,Pass
33931,7,84,63,No,Bachelor,Fail
33932,12,80,75,Yes,Associate,Pass
33933,15,63,43,No,High School,Fail
33934,16,82,46,Yes,Bachelor,Pass
33935,8,54,65,No,High School,Pass
33936,13,65,43,No,Bachelor,Fail
33937,4,106,54,Yes,High School,Pass
33938,6,87,53,Yes,Associate,Fail
33939,4,75,59,Yes,,Pass
33940,9,84,88,Yes,,Pass
33941,5,58,54,Yes,Doctorate,Pass
33942,0,0,0,Yes,Bachelor,
33943,8,66,55,Yes,High School,Fail
33944,1,63,54,Yes,Master,Fail
33945,16,72,74,No,Doctorate,Fail
33946,7,63,71,No,Associate,Pass
33947,14,77,54,Yes,,Pass
33948,7,83,62,Yes,,Fail
33949,0,0,0,Yes,Bachelor,Fail
33950,15,18,67,Yes,Master,Fail
33951,10,57,81,,Bachelor,Pass
33952,19,53,80,Yes,,Pass
33953,7,82,71,Yes,Bachelor,Pass
33954,7,60,56,No,High School,Fail
33955,15,65,54,No,Master,Pass
33956,15,91,43,Yes,Associate,Pass
33957,0,0,0,Yes,Doctorate,Fail
33958,26,79,54,,Associate,Pass
33959,8,62,79,No,Bachelor,Pass
33960,-1,65,44,No,Associate,Fail
33961,5,51,76,No,Associate,Pass
33962,8,64,43,,Doctorate,
33963,17,85,49,Yes,Bachelor,Pass
33964,9,55,53,Yes,Master,Pass
33965,17,60,52,Yes,Associate,
33966,0,0,0,No,Master,Fail
33967,15,80,64,No,,Fail
33968,11,81,82,No,High School,Pass
33969,11,62,65,Yes,Doctorate,Pass
33970,13,95,53,No,Bachelor,Pass
33971,7,99,44,No,Associate,Fail
33972,0,0,0,No,High School,Pass
33973,11,96,55,Yes,Associate,Pass
33974,19,101,72,No,Doctorate,Fail
